age	male	risk_cons	risk_cons_uci	risk_cons_lci	risk_respiratory	risk_respiratory_uci	risk_respiratory_lci	risk_cf	risk_cf_uci	risk_cf_lci	risk_asthmacat_2	risk_asthmacat_2_uci	risk_asthmacat_2_lci	risk_asthmacat_3	risk_asthmacat_3_uci	risk_asthmacat_3_lci	risk_cardiac	risk_cardiac_uci	risk_cardiac_lci	risk_diabcat_2	risk_diabcat_2_uci	risk_diabcat_2_lci	risk_diabcat_3	risk_diabcat_3_uci	risk_diabcat_3_lci	risk_diabcat_4	risk_diabcat_4_uci	risk_diabcat_4_lci	risk_hypertension	risk_hypertension_uci	risk_hypertension_lci	risk_af	risk_af_uci	risk_af_lci	risk_dvt_pe	risk_dvt_pe_uci	risk_dvt_pe_lci	risk_pad	risk_pad_uci	risk_pad_lci	risk_cancerExhaem_2	risk_cancerExhaem_2_uci	risk_cancerExhaem_2_lci	risk_cancerExhaem_3	risk_cancerExhaem_3_uci	risk_cancerExhaem_3_lci	risk_cancerExhaem_4	risk_cancerExhaem_4_uci	risk_cancerExhaem_4_lci	risk_cancerHaem_2	risk_cancerHaem_2_uci	risk_cancerHaem_2_lci	risk_cancerHaem_3	risk_cancerHaem_3_uci	risk_cancerHaem_3_lci	risk_cancerHaem_4	risk_cancerHaem_4_uci	risk_cancerHaem_4_lci	risk_liver	risk_liver_uci	risk_liver_lci	risk_stroke	risk_stroke_uci	risk_stroke_lci	risk_dementia	risk_dementia_uci	risk_dementia_lci	risk_tia	risk_tia_uci	risk_tia_lci	risk_neuro	risk_neuro_uci	risk_neuro_lci	risk_kidneyfn_2	risk_kidneyfn_2_uci	risk_kidneyfn_2_lci	risk_kidneyfn_3	risk_kidneyfn_3_uci	risk_kidneyfn_3_lci	risk_transplant	risk_transplant_uci	risk_transplant_lci	risk_dialysis	risk_dialysis_uci	risk_dialysis_lci	risk_spleen	risk_spleen_uci	risk_spleen_lci	risk_autoimmune	risk_autoimmune_uci	risk_autoimmune_lci	risk_ibd	risk_ibd_uci	risk_ibd_lci	risk_immunosuppression	risk_immunosuppression_uci	risk_immunosuppression_lci	risk_smi	risk_smi_uci	risk_smi_lci	risk_ldr	risk_ldr_uci	risk_ldr_lci	risk_ds	risk_ds_uci	risk_ds_lci	p50	p70	p80	p90
28	1	.0000138	.000041	4.65e-06	.0000318	.0001171	8.64e-06	2.43e-14		0	.00001	.0000322	3.10e-06	.0000225	.0001148	4.41e-06	.0000203	.0000702	5.90e-06	.000037	.0001245	.000011	.0000479	.0001622	.0000141	.0000706	.000246	.0000203	.0000162	.0000523	5.07e-06	.0000148	.0000656	3.34e-06	.0000427	.0001496	.0000122	.0000439	.0001968	9.78e-06	.0002937	.0012061	.0000715	.0000776	.000378	.0000159	.0000713	.0002901	.0000175	.0002671	.0016922	.0000421	.0001491	.0009094	.0000244	.0000533	.0003117	9.12e-06	.00005	.0001807	.0000138	.0000411	.0001639	.0000103	.0001272	.0005385	.00003	.0000101	.0000657	1.55e-06	.0000409	.0001578	.0000106	.0000348	.0001537	7.87e-06	.000167	.0007854	.0000355	4.06e-06	.0000293	5.36e-07	.0000136	.0000813	2.26e-06	1.69e-14		0	9.90e-06	.0000388	2.50e-06	.0000257	.00011	6.02e-06	.000077	.0004635	.0000128	.0000207	.0000801	5.36e-06	.00007	.0002394	.0000204	.0000764	.0003451	.0000169	9.55e-06	.0000223	.0000352	.0000663
29	1	.0000163	.0000467	5.66e-06	.0000375	.0001341	.0000105	2.85e-14		0	.0000118	.0000367	3.81e-06	.0000264	.0001321	5.30e-06	.0000239	.0000803	7.15e-06	.0000435	.0001422	.0000133	.0000563	.0001853	.0000171	.000083	.0002812	.0000245	.0000191	.0000597	6.14e-06	.0000174	.0000753	4.05e-06	.0000502	.0001709	.0000148	.0000517	.0002261	.0000118	.0003455	.001382	.0000863	.0000912	.0004346	.0000191	.0000838	.0003324	.0000212	.0003142	.0019524	.0000505	.0001754	.0010488	.0000293	.0000627	.0003591	.000011	.0000588	.0002066	.0000167	.0000483	.0001878	.0000124	.0001496	.0006181	.0000362	.0000119	.0000758	1.85e-06	.0000482	.0001806	.0000128	.0000409	.0001765	9.48e-06	.0001964	.0009023	.0000427	4.78e-06	.0000339	6.56e-07	.000016	.0000938	2.74e-06	1.99e-14		0	.0000116	.0000445	3.04e-06	.0000303	.0001262	7.27e-06	.0000906	.0005347	.0000154	.0000244	.0000917	6.50e-06	.0000823	.0002737	.0000247	.0000899	.0003958	.0000204	9.55e-06	.0000223	.0000352	.0000663
30	1	.0000191	.0000535	6.79e-06	.000044	.0001546	.0000125	3.35e-14		0	.0000139	.0000423	4.53e-06	.000031	.0001528	6.32e-06	.0000281	.0000925	8.52e-06	.0000511	.0001635	.000016	.0000661	.000213	.0000205	.0000975	.0003237	.0000294	.0000224	.0000685	7.33e-06	.0000204	.000087	4.83e-06	.000059	.0001968	.0000177	.0000607	.0002613	.0000141	.0004058	.0015936	.0001033	.0001072	.0005025	.0000228	.0000985	.0003833	.0000253	.0003691	.0022628	.0000601	.000206	.0012152	.0000349	.0000737	.0004158	.0000131	.0000691	.0002378	.0000201	.0000567	.0002167	.0000148	.0001757	.0007139	.0000433	.000014	.0000878	2.21e-06	.0000566	.0002081	.0000154	.000048	.0002039	.0000113	.0002307	.0010425	.000051	5.61e-06	.0000393	7.75e-07	.0000188	.0001087	3.28e-06	2.33e-14		0	.0000137	.0000513	3.64e-06	.0000356	.0001457	8.70e-06	.0001065	.0006196	.0000183	.0000286	.0001056	7.75e-06	.0000967	.0003153	.0000296	.0001056	.0004566	.0000244	9.55e-06	.0000223	.0000352	.0000663
31	1	.0000224	.0000619	8.11e-06	.0000516	.0001792	.0000148	3.93e-14		0	.0000162	.0000489	5.36e-06	.0000364	.0001775	7.45e-06	.000033	.0001072	.0000101	.0000599	.0001892	.000019	.0000775	.0002465	.0000244	.0001144	.0003748	.0000349	.0000263	.0000793	8.70e-06	.000024	.000101	5.72e-06	.0000692	.0002279	.000021	.0000712	.0003034	.0000167	.0004759	.0018469	.0001225	.0001257	.0005835	.0000271	.0001155	.0004443	.00003	.0004328	.0026314	.0000711	.0002416	.0014129	.0000413	.0000864	.0004832	.0000154	.000081	.0002753	.0000238	.0000665	.0002514	.0000176	.0002061	.0008284	.0000513	.0000164	.0001021	2.62e-06	.0000663	.0002412	.0000182	.0000563	.0002367	.0000134	.0002706	.00121	.0000605	6.58e-06	.0000457	9.54e-07	.0000221	.0001264	3.87e-06	2.74e-14		0	.000016	.0000594	4.35e-06	.0000417	.000169	.0000103	.0001248	.0007208	.0000216	.0000336	.0001223	9.24e-06	.0001134	.0003654	.0000352	.0001239	.0005293	.000029	9.55e-06	.0000223	.0000352	.0000663
32	1	.0000262	.0000719	9.54e-06	.0000604	.0002084	.0000175	4.60e-14		0	.000019	.000057	6.38e-06	.0000426	.0002068	8.76e-06	.0000386	.0001248	.0000119	.0000702	.0002199	.0000224	.0000908	.0002865	.0000287	.0001339	.0004357	.0000411	.0000308	.0000921	.0000103	.0000281	.0001175	6.68e-06	.000081	.0002649	.0000248	.0000833	.0003533	.0000197	.0005571	.0021478	.0001444	.0001471	.0006795	.0000318	.0001352	.0005168	.0000353	.0005067	.0030663	.0000836	.0002829	.0016465	.0000486	.0001012	.0005628	.0000182	.0000948	.00032	.0000281	.0000779	.0002927	.0000207	.0002413	.0009645	.0000603	.0000192	.000119	3.10e-06	.0000777	.0002804	.0000215	.0000659	.0002756	.0000158	.0003167	.0014087	.0000712	7.71e-06	.0000533	1.13e-06	.0000258	.0001473	4.53e-06	3.21e-14		0	.0000188	.0000691	5.07e-06	.0000488	.0001966	.0000121	.0001462	.0008404	.0000254	.0000393	.0001422	.0000108	.0001328	.0004253	.0000414	.000145	.0006154	.0000342	9.55e-06	.0000223	.0000352	.0000663
33	1	.0000306	.0000838	.0000112	.0000706	.000243	.0000205	5.37e-14		0	.0000222	.0000665	7.45e-06	.0000498	.0002412	.0000103	.0000451	.0001454	.0000139	.000082	.0002561	.0000262	.0001061	.0003337	.0000337	.0001565	.0005077	.0000482	.000036	.0001073	.000012	.0000328	.0001371	7.87e-06	.0000946	.0003086	.000029	.0000974	.0004122	.000023	.0006509	.002502	.0001692	.0001719	.0007922	.0000373	.0001579	.0006021	.0000414	.000592	.0035754	.0000979	.0003305	.0019203	.0000569	.0001182	.0006562	.0000213	.0001108	.0003728	.000033	.000091	.0003412	.0000243	.0002819	.0011244	.0000706	.0000225	.0001388	3.64e-06	.0000908	.0003268	.0000252	.000077	.0003214	.0000185	.0003701	.0016423	.0000833	9.01e-06	.0000622	1.31e-06	.0000302	.0001718	5.30e-06	3.74e-14		0	.0000219	.0000806	5.96e-06	.0000571	.0002292	.0000142	.0001708	.0009809	.0000297	.0000459	.0001657	.0000128	.0001551	.0004961	.0000485	.0001694	.0007167	.0000401	9.55e-06	.0000223	.0000352	.0000663
34	1	.0000357	.0000977	.0000131	.0000823	.0002834	.0000239	6.27e-14		0	.0000259	.0000775	8.64e-06	.000058	.0002813	.000012	.0000526	.0001697	.0000163	.0000956	.0002984	.0000306	.0001237	.0003889	.0000393	.0001824	.0005916	.0000563	.000042	.0001251	.0000141	.0000382	.0001598	9.18e-06	.0001103	.0003597	.0000339	.0001135	.0004806	.0000268	.0007588	.0029147	.0001974	.0002004	.0009233	.0000435	.0001841	.0007017	.0000483	.0006901	.004166	.0001141	.0003853	.0022383	.0000663	.0001378	.0007649	.0000249	.0001292	.0004343	.0000384	.0001061	.0003979	.0000283	.0003287	.0013105	.0000824	.0000262	.0001618	4.23e-06	.0001058	.0003808	.0000294	.0000898	.0003747	.0000215	.0004314	.0019146	.0000972	.0000105	.0000724	1.55e-06	.0000352	.0002004	6.20e-06	4.36e-14		0	.0000256	.000094	6.97e-06	.0000665	.0002672	.0000166	.0001991	.0011445	.0000346	.0000535	.0001931	.0000148	.0001808	.0005789	.0000565	.0001975	.0008347	.0000467	9.55e-06	.0000223	.0000352	.0000663
35	1	.0000415	.0001138	.0000152	.0000957	.0003299	.0000278	7.29e-14		0	.0000301	.0000904	.0000101	.0000675	.0003274	.0000139	.0000611	.0001976	.0000189	.0001112	.0003471	.0000356	.0001438	.0004524	.0000457	.0002122	.0006883	.0000654	.0000488	.0001455	.0000163	.0000445	.000186	.0000106	.0001283	.0004185	.0000393	.000132	.0005595	.0000312	.0008825	.0033898	.0002295	.0002331	.0010743	.0000505	.0002142	.0008164	.0000562	.0008027	.0048446	.0001328	.0004482	.0026042	.0000771	.0001603	.00089	.0000288	.0001503	.0005053	.0000447	.0001234	.0004632	.0000328	.0003823	.0015246	.0000958	.0000304	.0001883	4.95e-06	.0001231	.0004432	.0000342	.0001045	.0004361	.000025	.0005018	.0022283	.000113	.0000122	.0000843	1.79e-06	.000041	.0002332	7.21e-06	5.07e-14		0	.0000297	.0001094	8.11e-06	.0000774	.000311	.0000193	.0002316	.001333	.0000402	.0000623	.0002247	.0000173	.0002103	.0006745	.0000656	.0002297	.0009705	.0000544	9.55e-06	.0000223	.0000352	.0000663
36	1	.0000482	.000132	.0000176	.000111	.0003828	.0000322	8.46e-14		0	.000035	.000105	.0000116	.0000783	.00038	.0000162	.0000709	.0002294	.0000219	.000129	.0004025	.0000414	.0001669	.0005246	.000053	.0002462	.0007981	.0000759	.0000566	.0001687	.000019	.0000516	.0002159	.0000123	.0001489	.0004855	.0000457	.0001532	.0006494	.0000361	.0010238	.0039306	.0002664	.0002704	.0012461	.0000587	.0002485	.0009471	.0000652	.0009312	.0056164	.0001541	.00052	.003021	.0000894	.000186	.0010325	.0000335	.0001743	.000586	.0000519	.0001431	.0005376	.0000381	.0004435	.0017679	.0001112	.0000353	.0002185	5.72e-06	.0001428	.0005142	.0000396	.0001212	.000506	.000029	.0005822	.002586	.000131	.0000142	.0000979	2.03e-06	.0000475	.0002706	8.34e-06	5.90e-14		0	.0000345	.0001269	9.36e-06	.0000898	.0003608	.0000224	.0002687	.0015483	.0000466	.0000723	.0002608	.00002	.000244	.0007834	.000076	.0002665	.0011252	.0000631	9.55e-06	.0000223	.0000352	.0000663
37	1	.0000558	.0001526	.0000204	.0001285	.0004423	.0000373	9.79e-14		0	.0000405	.0001214	.0000135	.0000906	.0004393	.0000187	.0000821	.0002651	.0000254	.0001493	.0004646	.0000479	.0001931	.0006058	.0000615	.0002848	.0009215	.000088	.0000655	.0001948	.000022	.0000597	.0002495	.0000143	.0001723	.0005608	.0000529	.0001772	.0007507	.0000418	.0011845	.0045393	.0003087	.0003129	.0014397	.0000679	.0002875	.0010942	.0000755	.0010774	.0064858	.0001786	.0006016	.0034911	.0001035	.0002152	.0011935	.0000388	.0002017	.0006769	.0000601	.0001656	.0006214	.0000441	.0005131	.0020415	.0001289	.0000409	.0002527	6.62e-06	.0001652	.0005943	.0000459	.0001402	.0005848	.0000336	.0006736	.0029898	.0001516	.0000164	.0001132	2.38e-06	.000055	.0003129	9.66e-06	6.82e-14		0	.0000399	.0001467	.0000108	.0001039	.0004172	.0000259	.0003108	.0017919	.0000539	.0000836	.0003014	.0000232	.0002823	.0009061	.000088	.0003084	.0012994	.0000731	9.55e-06	.0000223	.0000352	.0000663
